sport,competition_area,competition,award,season,name,dob,height,position,team,country,country_continent,country_former,goals,peak_rating,peak_year,world_classical,world_rapid,world_blitz,world_fisher
Football,Netherlands,Eredivisie,Top Scorer,1996-97,Luc Nilis,,,,,,,,21,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,1997-98,Nikos Machlas,,,,,,,,34,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,1998-99,Ruud van Nistelrooy,,,,,,,,31,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,1999-2000,Ruud van Nistelrooy,,,,,,,,29,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2000-01,Mateja Kežman,,,,,,,,24,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2001-02,Pierre van Hooijdonk,,,,,,,,24,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2002-03,Mateja Kežman,,,,,,,,35,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2003-04,Mateja Kežman,,,,,,,,31,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2004-05,Dirk Kuyt,,,,,,,,29,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2005-06,Klaas-Jan Huntelaar,,,,,,,,33,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2006-07,Afonso Alves,,,,,,,,34,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2007-08,Klaas-Jan Huntelaar,,,,,,,,33,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2008-09,Mounir El Hamdaoui,,,,,,,,23,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2009-10,Luis Suárez,,,,,,,,35,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2010-11,Björn Vleminckx,,,,,,,,23,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2011-12,Bas Dost,,,,,,,,32,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2012-13,Wilfried Bony,,,,,,,,31,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2013-14,Alfreð Finnbogason,,,,,,,,29,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2014-15,Memphis Depay,,,,,,,,22,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2015-16,Vincent Janssen,,,,,,,,27,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2016-17,Nicolai Jørgensen,,,,,,,,21,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2017-18,Alireza Jahanbakhsh,,,,,,,,21,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2018-19,Luuk de Jong,,,,,,,,28,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2019-20,Dušan Tadić,,,,,,,,28,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2020-21,Giorgos Giakoumakis,,,,,,,,26,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2021-22,Sébastien Haller,,,,,,,,21,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2022-23,Anastasios Douvikas,,,,,,,,19,,,,,,
Football,Netherlands,Eredivisie,Top Scorer,2022-23,Xavi Simons,,,,,,,,19,,,,,,
Football,Spain,La Liga,Top Scorer,1929,Paco Bienzobas,,,,Real Sociedad,,,,14,,,,,,
Football,Spain,La Liga,Top Scorer,1929-30,Guillermo Gorostiza,,,,Athletic Bilbao,,,,19,,,,,,
Football,Spain,La Liga,Top Scorer,1930-31,Bata,,,,Athletic Bilbao,,,,27,,,,,,
Football,Spain,La Liga,Top Scorer,1931-32,Guillermo Gorostiza,,,,Athletic Bilbao,,,,12,,,,,,
Football,Spain,La Liga,Top Scorer,1932-33,Manuel Olivares,,,,Madrid FC,,,,16,,,,,,
Football,Spain,La Liga,Top Scorer,1933-34,Isidro Lángara,,,,Oviedo,,,,27,,,,,,
Football,Spain,La Liga,Top Scorer,1934-35,Isidro Lángara,,,,Oviedo,,,,26,,,,,,
Football,Spain,La Liga,Top Scorer,1935-36,Isidro Lángara,,,,Oviedo,,,,27,,,,,,
Football,Spain,La Liga,Top Scorer,1939-40,Víctor Unamuno,,,,Athletic Bilbao,,,,22,,,,,,
Football,Spain,La Liga,Top Scorer,1940-41,Pruden,,,,Atlético Aviación,,,,30,,,,,,
Football,Spain,La Liga,Top Scorer,1941-42,Edmundo Suárez,,,,Valencia,,,,27,,,,,,
Football,Spain,La Liga,Top Scorer,1942-43,Mariano Martín,,,,Barcelona,,,,32,,,,,,
Football,Spain,La Liga,Top Scorer,1943-44,Edmundo Suárez,,,,Valencia,,,,27,,,,,,
Football,Spain,La Liga,Top Scorer,1944-45,Telmo Zarra,,,,Atlético Bilbao,,,,19,,,,,,
Football,Spain,La Liga,Top Scorer,1945-46,Telmo Zarra,,,,Atlético Bilbao,,,,24,,,,,,
Football,Spain,La Liga,Top Scorer,1946-47,Telmo Zarra,,,,Atlético Bilbao,,,,34,,,,,,
Football,Spain,La Liga,Top Scorer,1947-48,Pahiño,,,,Celta Vigo,,,,23,,,,,,
Football,Spain,La Liga,Top Scorer,1948-49,César Rodríguez Álvarez,,,,Barcelona,,,,28,,,,,,
Football,Spain,La Liga,Top Scorer,1949-50,Telmo Zarra,,,,Athletic Bilbao,,,,25,,,,,,
Football,Spain,La Liga,Top Scorer,1950-51,Telmo Zarra,,,,Athletic Bilbao,,,,38,,,,,,
Football,Spain,La Liga,Top Scorer,1951-52,Pahiño,,,,Real Madrid,,,,28,,,,,,
Football,Spain,La Liga,Top Scorer,1952-53,Telmo Zarra,,,,Athletic Bilbao,,,,24,,,,,,
Football,Spain,La Liga,Top Scorer,1953-54,Alfredo Di Stéfano,,,,Real Madrid,,,,27,,,,,,
Football,Spain,La Liga,Top Scorer,1954-55,Juan Arza,,,,Sevilla,,,,28,,,,,,
Football,Spain,La Liga,Top Scorer,1955-56,Alfredo Di Stéfano,,,,Real Madrid,,,,24,,,,,,
Football,Spain,La Liga,Top Scorer,1956-57,Alfredo Di Stéfano,,,,Real Madrid,,,,31,,,,,,
Football,Spain,La Liga,Top Scorer,1957-58,Manuel Badenes,,,,Valladolid,,,,19,,,,,,
Football,Spain,La Liga,Top Scorer,1957-58,Alfredo Di Stéfano,,,,Real Madrid,,,,19,,,,,,
Football,Spain,La Liga,Top Scorer,1957-58,Ricardo,,,,Valencia,,,,19,,,,,,
Football,Spain,La Liga,Top Scorer,1958-59,Alfredo Di Stéfano,,,,Real Madrid,,,,23,,,,,,
Football,Spain,La Liga,Top Scorer,1959-60,Ferenc Puskás,,,,Real Madrid,,,,26,,,,,,
Football,Spain,La Liga,Top Scorer,1960-61,Ferenc Puskás,,,,Real Madrid,,,,27,,,,,,
Football,Spain,La Liga,Top Scorer,1961-62,Juan Seminario,,,,Zaragoza,,,,25,,,,,,
Football,Spain,La Liga,Top Scorer,1962-63,Ferenc Puskás,,,,Real Madrid,,,,26,,,,,,
Football,Spain,La Liga,Top Scorer,1963-64,Ferenc Puskás,,,,Real Madrid,,,,20,,,,,,
Football,Spain,La Liga,Top Scorer,1964-65,Cayetano Ré,,,,Barcelona,,,,25,,,,,,
Football,Spain,La Liga,Top Scorer,1965-66,Vavá II,,,,Elche,,,,19,,,,,,
Football,Spain,La Liga,Top Scorer,1966-67,Waldo Machado,,,,Valencia,,,,24,,,,,,
Football,Spain,La Liga,Top Scorer,1967-68,Fidel Uriarte,,,,Athletic Bilbao,,,,22,,,,,,
Football,Spain,La Liga,Top Scorer,1968-69,Amancio Amaro,,,,Real Madrid,,,,14,,,,,,
Football,Spain,La Liga,Top Scorer,1968-69,José Eulogio Gárate,,,,Atlético Madrid,,,,14,,,,,,
Football,Spain,La Liga,Top Scorer,1969-70,Amancio Amaro,,,,Real Madrid,,,,16,,,,,,
Football,Spain,La Liga,Top Scorer,1969-70,Luis Aragonés,,,,Atlético Madrid,,,,16,,,,,,
Football,Spain,La Liga,Top Scorer,1969-70,José Eulogio Gárate,,,,Atlético Madrid,,,,16,,,,,,
Football,Spain,La Liga,Top Scorer,1970-71,José Eulogio Gárate,,,,Atlético Madrid,,,,17,,,,,,
Football,Spain,La Liga,Top Scorer,1970-71,Carles Rexach,,,,Barcelona,,,,17,,,,,,
Football,Spain,La Liga,Top Scorer,1971-72,Enrique Porta,,,,Granada,,,,20,,,,,,
Football,Spain,La Liga,Top Scorer,1972-73,Marianín,,,,Oviedo,,,,19,,,,,,
Football,Spain,La Liga,Top Scorer,1973-74,Quini,,,,Sporting Gijón,,,,20,,,,,,
Football,Spain,La Liga,Top Scorer,1974-75,Carlos,,,,Athletic Bilbao,,,,19,,,,,,
Football,Spain,La Liga,Top Scorer,1975-76,Quini,,,,Sporting Gijón,,,,21,,,,,,
Football,Spain,La Liga,Top Scorer,1976-77,Mario Kempes,,,,Valencia,,,,24,,,,,,
Football,Spain,La Liga,Top Scorer,1977-78,Mario Kempes,,,,Valencia,,,,28,,,,,,
Football,Spain,La Liga,Top Scorer,1978-79,Hans Krankl,,,,Barcelona,,,,29,,,,,,
Football,Spain,La Liga,Top Scorer,1979-80,Quini,,,,Sporting Gijón,,,,24,,,,,,
Football,Spain,La Liga,Top Scorer,1980-81,Quini,,,,Barcelona,,,,20,,,,,,
Football,Spain,La Liga,Top Scorer,1981-82,Quini,,,,Barcelona,,,,26,,,,,,
Football,Spain,La Liga,Top Scorer,1982-83,Hipólito Rincón,,,,Real Betis,,,,20,,,,,,
Football,Spain,La Liga,Top Scorer,1983-84,Jorge da Silva,,,,Valladolid,,,,17,,,,,,
Football,Spain,La Liga,Top Scorer,1983-84,Juanito,,,,Real Madrid,,,,17,,,,,,
Football,Spain,La Liga,Top Scorer,1984-85,Hugo Sánchez,,,,Atlético Madrid,,,,19,,,,,,
Football,Spain,La Liga,Top Scorer,1985-86,Hugo Sánchez,,,,Real Madrid,,,,22,,,,,,
Football,Spain,La Liga,Top Scorer,1986-87,Hugo Sánchez,,,,Real Madrid,,,,34,,,,,,
Football,Spain,La Liga,Top Scorer,1987-88,Hugo Sánchez,,,,Real Madrid,,,,29,,,,,,
Football,Spain,La Liga,Top Scorer,1988-89,Baltazar,,,,Atlético Madrid,,,,35,,,,,,
Football,Spain,La Liga,Top Scorer,1989-90,Hugo Sánchez,,,,Real Madrid,,,,38,,,,,,
Football,Spain,La Liga,Top Scorer,1990-91,Emilio Butragueño,,,,Real Madrid,,,,19,,,,,,
Football,Spain,La Liga,Top Scorer,1991-92,Manolo,,,,Atlético Madrid,,,,27,,,,,,
Football,Spain,La Liga,Top Scorer,1992-93,Bebeto,,,,Deportivo La Coruña,,,,29,,,,,,
Football,Spain,La Liga,Top Scorer,1993-94,Romário,,,,Barcelona,,,,30,,,,,,
Football,Spain,La Liga,Top Scorer,1994-95,Iván Zamorano,,,,Real Madrid,,,,28,,,,,,
Football,Spain,La Liga,Top Scorer,1995-96,Juan Antonio Pizzi,,,,Tenerife,,,,31,,,,,,
Football,Spain,La Liga,Top Scorer,1996-97,Ronaldo,,,,Barcelona,,,,34,,,,,,
Football,Spain,La Liga,Top Scorer,1997-98,Christian Vieri,,,,Atlético Madrid,,,,24,,,,,,
Football,Spain,La Liga,Top Scorer,1998-99,Raúl,,,,Real Madrid,,,,25,,,,,,
Football,Spain,La Liga,Top Scorer,1999-2000,Salva Ballesta,,,,Racing Santander,,,,27,,,,,,
Football,Spain,La Liga,Top Scorer,2000-01,Raúl,,,,Real Madrid,,,,24,,,,,,
Football,Spain,La Liga,Top Scorer,2001-02,Diego Tristán,,,,Deportivo La Coruña,,,,21,,,,,,
Football,Spain,La Liga,Top Scorer,2002-03,Roy Makaay,,,,Deportivo La Coruña,,,,29,,,,,,
Football,Spain,La Liga,Top Scorer,2003-04,Ronaldo,,,,Real Madrid,,,,25,,,,,,
Football,Spain,La Liga,Top Scorer,2004-05,Diego Forlán,,,,Villarreal,,,,25,,,,,,
Football,Spain,La Liga,Top Scorer,2005-06,Samuel Eto'o,,,,Barcelona,,,,26,,,,,,
Football,Spain,La Liga,Top Scorer,2006-07,Ruud van Nistelrooy,,,,Real Madrid,,,,25,,,,,,
Football,Spain,La Liga,Top Scorer,2007-08,Daniel Güiza,,,,Mallorca,,,,27,,,,,,
Football,Spain,La Liga,Top Scorer,2008-09,Diego Forlán,,,,Atlético Madrid,,,,32,,,,,,
Football,Spain,La Liga,Top Scorer,2009-10,Lionel Messi,,,,Barcelona,,,,34,,,,,,
Football,Spain,La Liga,Top Scorer,2010-11,Cristiano Ronaldo,,,,Real Madrid,,,,40,,,,,,
Football,Spain,La Liga,Top Scorer,2011-12,Lionel Messi,,,,Barcelona,,,,50,,,,,,
Football,Spain,La Liga,Top Scorer,2012-13,Lionel Messi,,,,Barcelona,,,,46,,,,,,
Football,Spain,La Liga,Top Scorer,2013-14,Cristiano Ronaldo,,,,Real Madrid,,,,31,,,,,,
Football,Spain,La Liga,Top Scorer,2014-15,Cristiano Ronaldo,,,,Real Madrid,,,,48,,,,,,
Football,Spain,La Liga,Top Scorer,2015-16,Luis Suárez,,,,Barcelona,,,,40,,,,,,
Football,Spain,La Liga,Top Scorer,2016-17,Lionel Messi,,,,Barcelona,,,,37,,,,,,
Football,Spain,La Liga,Top Scorer,2017-18,Lionel Messi,,,,Barcelona,,,,34,,,,,,
Football,Spain,La Liga,Top Scorer,2018-19,Lionel Messi,,,,Barcelona,,,,36,,,,,,
Football,Spain,La Liga,Top Scorer,2019-20,Lionel Messi,,,,Barcelona,,,,25,,,,,,
Football,Spain,La Liga,Top Scorer,2020-21,Lionel Messi,,,,Barcelona,,,,30,,,,,,
Football,Spain,La Liga,Top Scorer,2021-22,Karim Benzema,,,,Real Madrid,,,,27,,,,,,
Football,Spain,La Liga,Top Scorer,2022-23,Robert Lewandowski,,,,Barcelona,,,,23,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,1999-2000,Mário Jardel,,,,Porto,,,,37,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2000-01,Pena,,,,Porto,,,,22,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2001-02,Mário Jardel,,,,Sporting CP,,,,42,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2002-03,Fary Faye,,,,Beira-Mar,,,,18,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2003-04,Benni McCarthy,,,,Porto,,,,20,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2004-05,Liédson,,,,Sporting CP,,,,25,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2005-06,Albert Meyong,,,,Belenenses,,,,17,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2006-07,Liédson,,,,Sporting CP,,,,15,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2007-08,Lisandro López,,,,Porto,,,,24,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2008-09,Nenê,,,,Nacional,,,,20,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2009-10,Óscar Cardozo,,,,Benfica,,,,26,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2010-11,Hulk,,,,Porto,,,,23,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2011-12,Óscar Cardozo,,,,Benfica,,,,20,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2012-13,Jackson Martínez,,,,Porto,,,,26,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2013-14,Jackson Martínez,,,,Porto,,,,20,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2014-15,Jackson Martínez,,,,Porto,,,,21,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2015-16,Jonas,,,,Benfica,,,,31,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2016-17,Bas Dost,,,,Sporting CP,,,,34,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2017-18,Jonas,,,,Benfica,,,,34,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2018-19,Haris Seferovic,,,,Benfica,,,,23,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2019-20,Carlos Vinícius,,,,Benfica,,,,19,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2020-21,Pedro Gonçalves,,,,Sporting CP,,,,23,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2021-22,Darwin Nuñez,,,,Benfica,,,,26,,,,,,
Football,Portugal,Primeira Liga,Top Scorer,2022-23,Mehdi Taremi,,,,Porto,,,,22,,,,,,
Football,Italy,Serie A,Top Scorer,1929-30,Giuseppe Meazza,,,Italy,Ambrosiana-Inter,,,,31,,,,,,
Football,Italy,Serie A,Top Scorer,1930-31,Rodolfo Volk,,,Italy,Roma,,,,29,,,,,,
Football,Italy,Serie A,Top Scorer,1931-32,Pedro Petrone,,,Uruguay,Fiorentina,,,,25,,,,,,
Football,Italy,Serie A,Top Scorer,1931-32,Angelo Schiavio,,,Italy,Bologna,,,,25,,,,,,
Football,Italy,Serie A,Top Scorer,1932-33,Felice Placido Borel,,,Italy,Juventus,,,,29,,,,,,
Football,Italy,Serie A,Top Scorer,1933-34,Felice Placido Borel,,,Italy,Juventus,,,,31,,,,,,
Football,Italy,Serie A,Top Scorer,1934-35,Enrico Guaita,,,Argentina,Roma,,,,31,,,,,,
Football,Italy,Serie A,Top Scorer,1935-36,Giuseppe Meazza,,,Italy,Ambrosiana-Inter,,,,25,,,,,,
Football,Italy,Serie A,Top Scorer,1936-37,Silvio Piola,,,Italy,Lazio,,,,21,,,,,,
Football,Italy,Serie A,Top Scorer,1937-38,Giuseppe Meazza,,,Italy,Ambrosiana-Inter,,,,20,,,,,,
Football,Italy,Serie A,Top Scorer,1938-39,Aldo Boffi,,,Italy,Milan,,,,19,,,,,,
Football,Italy,Serie A,Top Scorer,1938-39,Ettore Puricelli,,,Uruguay,Bologna,,,,19,,,,,,
Football,Italy,Serie A,Top Scorer,1939-40,Aldo Boffi,,,Italy,Milan,,,,24,,,,,,
Football,Italy,Serie A,Top Scorer,1940-41,Ettore Puricelli,,,Uruguay,Bologna,,,,22,,,,,,
Football,Italy,Serie A,Top Scorer,1941-42,Aldo Boffi,,,Italy,Milan,,,,22,,,,,,
Football,Italy,Serie A,Top Scorer,1942-43,Silvio Piola,,,Italy,Lazio,,,,21,,,,,,
Football,Italy,Serie A,Top Scorer,1945-46,Guglielmo Gabetto,,,Italy,Torino,,,,22,,,,,,
Football,Italy,Serie A,Top Scorer,1946-47,Valentino Mazzola,,,Italy,Torino,,,,29,,,,,,
Football,Italy,Serie A,Top Scorer,1947-48,Giampiero Boniperti,,,Italy,Juventus,,,,27,,,,,,
Football,Italy,Serie A,Top Scorer,1948-49,István Nyers,,,Hungary,Internazionale,,,,26,,,,,,
Football,Italy,Serie A,Top Scorer,1949-50,Gunnar Nordahl,,,Sweden,Milan,,,,35,,,,,,
Football,Italy,Serie A,Top Scorer,1950-51,Gunnar Nordahl,,,Sweden,Milan,,,,34,,,,,,
Football,Italy,Serie A,Top Scorer,1951-52,John Hansen,,,Denmark,Juventus,,,,30,,,,,,
Football,Italy,Serie A,Top Scorer,1952-53,Gunnar Nordahl,,,Sweden,Milan,,,,26,,,,,,
Football,Italy,Serie A,Top Scorer,1953-54,Gunnar Nordahl,,,Sweden,Milan,,,,23,,,,,,
Football,Italy,Serie A,Top Scorer,1954-55,Gunnar Nordahl,,,Sweden,Milan,,,,26,,,,,,
Football,Italy,Serie A,Top Scorer,1955-56,Gino Pivatelli,,,Italy,Bologna,,,,29,,,,,,
Football,Italy,Serie A,Top Scorer,1956-57,Dino da Costa,,,Brazil,Roma,,,,22,,,,,,
Football,Italy,Serie A,Top Scorer,1957-58,John Charles,,,Wales,Juventus,,,,28,,,,,,
Football,Italy,Serie A,Top Scorer,1958-59,Antonio Valentin Angelillo,,,Argentina,Internazionale,,,,33,,,,,,
Football,Italy,Serie A,Top Scorer,1959-60,Omar Sivori,,,Argentina,Juventus,,,,28,,,,,,
Football,Italy,Serie A,Top Scorer,1960-61,Sergio Brighenti,,,Italy,Sampdoria,,,,27,,,,,,
Football,Italy,Serie A,Top Scorer,1961-62,José Altafini,,,Brazil,Milan,,,,22,,,,,,
Football,Italy,Serie A,Top Scorer,1961-62,Aurelio Milani,,,Italy,Fiorentina,,,,22,,,,,,
Football,Italy,Serie A,Top Scorer,1962-63,Harald Nielsen,,,Denmark,Bologna,,,,19,,,,,,
Football,Italy,Serie A,Top Scorer,1962-63,Pedro Manfredini,,,Argentina,Roma,,,,19,,,,,,
Football,Italy,Serie A,Top Scorer,1963-64,Harald Nielsen,,,Denmark,Bologna,,,,21,,,,,,
Football,Italy,Serie A,Top Scorer,1964-65,Sandro Mazzola,,,Italy,Internazionale,,,,17,,,,,,
Football,Italy,Serie A,Top Scorer,1964-65,Alberto Orlando,,,Italy,Fiorentina,,,,17,,,,,,
Football,Italy,Serie A,Top Scorer,1965-66,Luis Vinicio,,,Italy,Vicenza,,,,25,,,,,,
Football,Italy,Serie A,Top Scorer,1966-67,Gigi Riva,,,Italy,Cagliari,,,,18,,,,,,
Football,Italy,Serie A,Top Scorer,1967-68,Pierino Prati,,,Italy,Milan,,,,15,,,,,,
Football,Italy,Serie A,Top Scorer,1968-69,Gigi Riva,,,Italy,Cagliari,,,,21,,,,,,
Football,Italy,Serie A,Top Scorer,1969-70,Gigi Riva,,,Italy,Cagliari,,,,21,,,,,,
Football,Italy,Serie A,Top Scorer,1970-71,Roberto Boninsegna,,,Italy,Internazionale,,,,24,,,,,,
Football,Italy,Serie A,Top Scorer,1971-72,Roberto Boninsegna,,,Italy,Internazionale,,,,22,,,,,,
Football,Italy,Serie A,Top Scorer,1972-73,Giuseppe Savoldi,,,Italy,Bologna,,,,17,,,,,,
Football,Italy,Serie A,Top Scorer,1972-73,Paolino Pulici,,,Italy,Torino,,,,17,,,,,,
Football,Italy,Serie A,Top Scorer,1972-73,Gianni Rivera,,,Italy,Milan,,,,17,,,,,,
Football,Italy,Serie A,Top Scorer,1973-74,Giorgio Chinaglia,,,Italy,Lazio,,,,24,,,,,,
Football,Italy,Serie A,Top Scorer,1974-75,Paolino Pulici,,,Italy,Torino,,,,18,,,,,,
Football,Italy,Serie A,Top Scorer,1975-76,Paolino Pulici,,,Italy,Torino,,,,21,,,,,,
Football,Italy,Serie A,Top Scorer,1976-77,Francesco Graziani,,,Italy,Torino,,,,21,,,,,,
Football,Italy,Serie A,Top Scorer,1977-78,Paolo Rossi,,,Italy,Vicenza,,,,24,,,,,,
Football,Italy,Serie A,Top Scorer,1978-79,Bruno Giordano,,,Italy,Lazio,,,,19,,,,,,
Football,Italy,Serie A,Top Scorer,1979-80,Roberto Bettega,,,Italy,Juventus,,,,16,,,,,,
Football,Italy,Serie A,Top Scorer,1980-81,Roberto Pruzzo,,,Italy,Roma,,,,18,,,,,,
Football,Italy,Serie A,Top Scorer,1981-82,Roberto Pruzzo,,,Italy,Roma,,,,15,,,,,,
Football,Italy,Serie A,Top Scorer,1982-83,Michel Platini,,,"France ",Juventus,,,,16,,,,,,
Football,Italy,Serie A,Top Scorer,1983-84,Michel Platini,,,"France ",Juventus,,,,20,,,,,,
Football,Italy,Serie A,Top Scorer,1984-85,Michel Platini,,,"France ",Juventus,,,,18,,,,,,
Football,Italy,Serie A,Top Scorer,1985-86,Roberto Pruzzo,,,Italy,Roma,,,,19,,,,,,
Football,Italy,Serie A,Top Scorer,1986-87,Pietro Paolo Virdis,,,Italy,Milan,,,,17,,,,,,
Football,Italy,Serie A,Top Scorer,1987-88,Diego Maradona,,,Argentina,Napoli,,,,15,,,,,,
Football,Italy,Serie A,Top Scorer,1988-89,Aldo Serena,,,Italy,Internazionale,,,,22,,,,,,
Football,Italy,Serie A,Top Scorer,1989-90,Marco van Basten,,,Netherlands,Milan,,,,19,,,,,,
Football,Italy,Serie A,Top Scorer,1990-91,Gianluca Vialli,,,Italy,Sampdoria,,,,19,,,,,,
Football,Italy,Serie A,Top Scorer,1991-92,Marco van Basten,,,Netherlands,Milan,,,,25,,,,,,
Football,Italy,Serie A,Top Scorer,1992-93,Giuseppe Signori,,,Italy,Lazio,,,,26,,,,,,
Football,Italy,Serie A,Top Scorer,1993-94,Giuseppe Signori,,,Italy,Lazio,,,,23,,,,,,
Football,Italy,Serie A,Top Scorer,1994-95,Gabriel Batistuta,,,Argentina,Fiorentina,,,,26,,,,,,
Football,Italy,Serie A,Top Scorer,1995-96,Igor Protti,,,Italy,Bari,,,,24,,,,,,
Football,Italy,Serie A,Top Scorer,1995-96,Giuseppe Signori,,,Italy,Lazio,,,,24,,,,,,
Football,Italy,Serie A,Top Scorer,1996-97,Filippo Inzaghi,,,Italy,Atalanta,,,,24,,,,,,
Football,Italy,Serie A,Top Scorer,1997-98,Oliver Bierhoff,,,Germany,Udinese,,,,27,,,,,,
Football,Italy,Serie A,Top Scorer,1998-99,Márcio Amoroso,,,Brazil,Udinese,,,,22,,,,,,
Football,Italy,Serie A,Top Scorer,1999-2000,Andriy Shevchenko,,,Ukraine,Milan,,,,24,,,,,,
Football,Italy,Serie A,Top Scorer,2000-01,Hernán Crespo,,,Argentina,Lazio,,,,26,,,,,,
Football,Italy,Serie A,Top Scorer,2001-02,David Trezeguet,,,France,Juventus,,,,24,,,,,,
Football,Italy,Serie A,Top Scorer,2001-02,Dario Hübner,,,Italy,Piacenza,,,,24,,,,,,
Football,Italy,Serie A,Top Scorer,2002-03,Christian Vieri,,,Italy,Internazionale,,,,24,,,,,,
Football,Italy,Serie A,Top Scorer,2003-04,Andriy Shevchenko,,,Ukraine,Milan,,,,24,,,,,,
Football,Italy,Serie A,Top Scorer,2004-05,Cristiano Lucarelli,,,Italy,Livorno,,,,24,,,,,,
Football,Italy,Serie A,Top Scorer,2005-06,Luca Toni,,,Italy,Fiorentina,,,,31,,,,,,
Football,Italy,Serie A,Top Scorer,2006-07,Francesco Totti,,,Italy,Roma,,,,26,,,,,,
Football,Italy,Serie A,Top Scorer,2007-08,Alessandro Del Piero,,,Italy,Juventus,,,,21,,,,,,
Football,Italy,Serie A,Top Scorer,2008-09,Zlatan Ibrahimović,,,Sweden,Internazionale,,,,25,,,,,,
Football,Italy,Serie A,Top Scorer,2009-10,Antonio Di Natale,,,Italy,Udinese,,,,29,,,,,,
Football,Italy,Serie A,Top Scorer,2010-11,Antonio Di Natale,,,Italy,Udinese,,,,28,,,,,,
Football,Italy,Serie A,Top Scorer,2011-12,Zlatan Ibrahimović,,,Sweden,Milan,,,,28,,,,,,
