sport,competition_area,competition,award,season,name,dob,height,position,team,country,country_continent,country_former,goals,peak_rating,peak_year,world_classical,world_rapid,world_blitz,world_fisher
Football,England,Premier League,Team of the Year,2008/2009,Rio Ferdinand,,,CB,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2008/2009,Nemanja Vidić,,,CB,Manchester United,Serbia,,,,,,,,,
Football,England,Premier League,Team of the Year,2008/2009,Patrice Evra,,,LB,Manchester United,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2008/2009,Cristiano Ronaldo,,,MF,Manchester United,Portugal,,,,,,,,,
Football,England,Premier League,Team of the Year,2008/2009,Steven Gerrard,,,MF,Liverpool,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2008/2009,Ryan Giggs,,,MF,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2008/2009,Ashley Young,,,MF,Aston Villa,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2008/2009,Nicolas Anelka,,,FW,Chelsea,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2008/2009,Fernando Torres,,,FW,Liverpool,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2009/2010,Joe Hart,,,GK,Birmingham City,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2009/2010,Branislav Ivanović,,,RB,Chelsea,Serbia,,,,,,,,,
Football,England,Premier League,Team of the Year,2009/2010,Thomas Vermaelen,,,CB,Arsenal,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2009/2010,Richard Dunne,,,CB,Aston Villa,Ireland,,,,,,,,,
Football,England,Premier League,Team of the Year,2009/2010,Patrice Evra,,,LB,Manchester United,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2009/2010,Antonio Valencia,,,MF,Manchester United,Ecuador,,,,,,,,,
Football,England,Premier League,Team of the Year,2009/2010,Cesc Fàbregas,,,MF,Arsenal,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2009/2010,Darren Fletcher,,,MF,Manchester United,Scotland,,,,,,,,,
Football,England,Premier League,Team of the Year,2009/2010,James Milner,,,MF,Aston Villa,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2009/2010,Wayne Rooney,,,FW,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2009/2010,Didier Drogba,,,FW,Chelsea,Ivory Coast,,,,,,,,,
Football,England,Premier League,Team of the Year,2010/2011,Edwin van der Sar,,,GK,Manchester United,Netherlands,,,,,,,,,
Football,England,Premier League,Team of the Year,2010/2011,Bacary Sagna,,,RB,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2010/2011,Nemanja Vidić,,,CB,Manchester United,Serbia,,,,,,,,,
Football,England,Premier League,Team of the Year,2010/2011,Vincent Kompany,,,CB,Manchester City,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2010/2011,Ashley Cole,,,LB,Chelsea,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2010/2011,Nani,,,MF,Manchester United,Portugal,,,,,,,,,
Football,England,Premier League,Team of the Year,2010/2011,Samir Nasri,,,MF,Arsenal,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2010/2011,Jack Wilshere,,,MF,Arsenal,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2010/2011,Gareth Bale,,,MF,Tottenham Hotspur,Wales,,,,,,,,,
Football,England,Premier League,Team of the Year,2010/2011,Carlos Tevez,,,FW,Manchester City,Argentina,,,,,,,,,
Football,England,Premier League,Team of the Year,2010/2011,Dimitar Berbatov,,,FW,Manchester United,Bulgaria,,,,,,,,,
Football,England,Premier League,Team of the Year,2011/2012,Joe Hart,,,GK,Manchester City,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2011/2012,Kyle Walker,,,RB,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2011/2012,Vincent Kompany,,,CB,Manchester City,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2011/2012,Fabricio Coloccini,,,CB,Newcastle United,Argentina,,,,,,,,,
Football,England,Premier League,Team of the Year,2011/2012,Leighton Baines,,,LB,Everton,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2011/2012,David Silva,,,MF,Manchester City,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2011/2012,Yaya Touré,,,MF,Manchester City,Ivory Coast,,,,,,,,,
Football,England,Premier League,Team of the Year,2011/2012,Scott Parker,,,MF,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2011/2012,Gareth Bale,,,MF,Tottenham Hotspur,Wales,,,,,,,,,
Football,England,Premier League,Team of the Year,2011/2012,Robin van Persie,,,FW,Arsenal,Netherlands,,,,,,,,,
Football,England,Premier League,Team of the Year,2011/2012,Wayne Rooney,,,FW,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2012/2013,David de Gea,,,GK,Manchester United,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2012/2013,Pablo Zabaleta,,,RB,Manchester City,Argentina,,,,,,,,,
Football,England,Premier League,Team of the Year,2012/2013,Jan Vertonghen,,,CB,Tottenham Hotspur,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2012/2013,Rio Ferdinand,,,CB,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2012/2013,Leighton Baines,,,LB,Everton,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2012/2013,Gareth Bale,,,MF,Tottenham Hotspur,Wales,,,,,,,,,
Football,England,Premier League,Team of the Year,2012/2013,Juan Mata,,,MF,Chelsea,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2012/2013,Michael Carrick,,,MF,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2012/2013,Eden Hazard,,,MF,Chelsea,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2012/2013,Robin van Persie,,,FW,Manchester United,Netherlands,,,,,,,,,
Football,England,Premier League,Team of the Year,2012/2013,Luis Suárez,,,FW,Liverpool,Uruguay,,,,,,,,,
Football,England,Premier League,Team of the Year,2013/2014,Petr Čech,,,GK,Chelsea,Czech Republic,,,,,,,,,
Football,England,Premier League,Team of the Year,2013/2014,Séamus Coleman,,,RB,Everton,Ireland,,,,,,,,,
Football,England,Premier League,Team of the Year,2013/2014,Gary Cahill,,,CB,Chelsea,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2013/2014,Vincent Kompany,,,CB,Manchester City,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2013/2014,Luke Shaw,,,LB,Southampton,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2013/2014,Adam Lallana,,,MF,Southampton,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2013/2014,Steven Gerrard,,,MF,Liverpool,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2013/2014,Yaya Touré,,,MF,Manchester City,Ivory Coast,,,,,,,,,
Football,England,Premier League,Team of the Year,2013/2014,Eden Hazard,,,MF,Chelsea,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2013/2014,Daniel Sturridge,,,FW,Liverpool,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2013/2014,Luis Suárez,,,FW,Liverpool,Uruguay,,,,,,,,,
Football,England,Premier League,Team of the Year,2014/2015,David de Gea,,,GK,Manchester United,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2014/2015,Branislav Ivanović,,,RB,Chelsea,Serbia,,,,,,,,,
Football,England,Premier League,Team of the Year,2014/2015,John Terry,,,CB,Chelsea,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2014/2015,Gary Cahill,,,CB,Chelsea,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2014/2015,Ryan Bertrand,,,LB,Southampton,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2014/2015,Alexis Sánchez,,,MF,Arsenal,Chile,,,,,,,,,
Football,England,Premier League,Team of the Year,2014/2015,Nemanja Matić,,,MF,Chelsea,Serbia,,,,,,,,,
Football,England,Premier League,Team of the Year,2014/2015,Philippe Coutinho,,,MF,Liverpool,Brazil,,,,,,,,,
Football,England,Premier League,Team of the Year,2014/2015,Eden Hazard,,,MF,Chelsea,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2014/2015,Diego Costa,,,FW,Chelsea,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2014/2015,Harry Kane,,,FW,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2015/2016,David de Gea,,,GK,Manchester United,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2015/2016,Héctor Bellerín,,,RB,Arsenal,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2015/2016,Toby Alderweireld,,,CB,Tottenham Hotspur,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2015/2016,Wes Morgan,,,CB,Leicester City,Jamaica,,,,,,,,,
Football,England,Premier League,Team of the Year,2015/2016,Danny Rose,,,LB,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2015/2016,Riyad Mahrez,,,MF,Leicester City,Algeria,,,,,,,,,
Football,England,Premier League,Team of the Year,2015/2016,Dele Alli,,,MF,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2015/2016,N'Golo Kanté,,,MF,Leicester City,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2015/2016,Dimitri Payet,,,MF,West Ham United,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2015/2016,Jamie Vardy,,,FW,Leicester City,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2015/2016,Harry Kane,,,FW,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2016/2017,David de Gea,,,GK,Manchester United,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2016/2017,Kyle Walker,,,RB,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2016/2017,Gary Cahill,,,CB,Chelsea,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2016/2017,David Luiz,,,CB,Chelsea,Brazil,,,,,,,,,
Football,England,Premier League,Team of the Year,2016/2017,Danny Rose,,,LB,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2016/2017,Eden Hazard,,,MF,Chelsea,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2016/2017,Dele Alli,,,MF,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2016/2017,N'Golo Kanté,,,MF,Chelsea,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2016/2017,Sadio Mané,,,MF,Liverpool,Senegal,,,,,,,,,
Football,England,Premier League,Team of the Year,2016/2017,Harry Kane,,,FW,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2016/2017,Romelu Lukaku,,,FW,Everton,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2017/2018,David de Gea,,,GK,Manchester United,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2017/2018,Kyle Walker,,,RB,Manchester City,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2017/2018,Nicolás Otamendi,,,CB,Manchester City,Argentina,,,,,,,,,
Football,England,Premier League,Team of the Year,2017/2018,Jan Vertonghen,,,CB,Tottenham Hotspur,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2017/2018,Marcos Alonso,,,LB,Chelsea,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2017/2018,David Silva,,,MF,Manchester City,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2017/2018,Christian Eriksen,,,MF,Tottenham Hotspur,Denmark,,,,,,,,,
Football,England,Premier League,Team of the Year,2017/2018,Kevin De Bruyne,,,MF,Manchester City,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2017/2018,Mohamed Salah,,,FW,Liverpool,Egypt,,,,,,,,,
Football,England,Premier League,Team of the Year,2017/2018,Harry Kane,,,FW,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2017/2018,Sergio Agüero,,,FW,Manchester City,Argentina,,,,,,,,,
Football,England,Premier League,Team of the Year,2018/2019,Ederson,,,GK,Manchester City,Brazil,,,,,,,,,
Football,England,Premier League,Team of the Year,2018/2019,Trent Alexander-Arnold,,,RB,Liverpool,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2018/2019,Virgil van Dijk,,,CB,Liverpool,Netherlands,,,,,,,,,
Football,England,Premier League,Team of the Year,2018/2019,Aymeric Laporte,,,CB,Manchester City,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2018/2019,Andrew Robertson,,,LB,Liverpool,Scotland,,,,,,,,,
Football,England,Premier League,Team of the Year,2018/2019,Bernardo Silva,,,MF,Manchester City,Portugal,,,,,,,,,
Football,England,Premier League,Team of the Year,2018/2019,Fernandinho,,,MF,Manchester City,Brazil,,,,,,,,,
Football,England,Premier League,Team of the Year,2018/2019,Paul Pogba,,,MF,Manchester United,France,,,,,,,,,
Football,England,Premier League,Team of the Year,2018/2019,Raheem Sterling,,,FW,Manchester City,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2018/2019,Sergio Agüero,,,FW,Manchester City,Argentina,,,,,,,,,
Football,England,Premier League,Team of the Year,2018/2019,Sadio Mané,,,FW,Liverpool,Senegal,,,,,,,,,
Football,England,Premier League,Team of the Year,2019/2020,Nick Pope,,,GK,Burnley,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2019/2020,Trent Alexander-Arnold,,,RB,Liverpool,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2019/2020,Virgil van Dijk,,,CB,Liverpool,Netherlands,,,,,,,,,
Football,England,Premier League,Team of the Year,2019/2020,Çağlar Söyüncü,,,CB,Leicester City,Turkey,,,,,,,,,
Football,England,Premier League,Team of the Year,2019/2020,Andrew Robertson,,,LB,Liverpool,Scotland,,,,,,,,,
Football,England,Premier League,Team of the Year,2019/2020,Kevin De Bruyne,,,MF,Manchester City,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2019/2020,David Silva,,,MF,Manchester City,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2019/2020,Jordan Henderson,,,MF,Liverpool,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2019/2020,Jamie Vardy,,,FW,Leicester City,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2019/2020,Pierre-Emerick Aubameyang,,,FW,Arsenal,Gabon,,,,,,,,,
Football,England,Premier League,Team of the Year,2019/2020,Sadio Mané,,,FW,Liverpool,Senegal,,,,,,,,,
Football,England,Premier League,Team of the Year,2020/2021,Ederson,,,GK,Manchester City,Brazil,,,,,,,,,
Football,England,Premier League,Team of the Year,2020/2021,João Cancelo,,,RB,Manchester City,Portugal,,,,,,,,,
Football,England,Premier League,Team of the Year,2020/2021,John Stones,,,CB,Manchester City,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2020/2021,Rúben Dias,,,CB,Manchester City,Portugal,,,,,,,,,
Football,England,Premier League,Team of the Year,2020/2021,Luke Shaw,,,LB,Manchester United,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2020/2021,Kevin De Bruyne,,,MF,Manchester City,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2020/2021,İlkay Gündoğan,,,MF,Manchester City,Germany,,,,,,,,,
Football,England,Premier League,Team of the Year,2020/2021,Bruno Fernandes,,,MF,Manchester United,Portugal,,,,,,,,,
Football,England,Premier League,Team of the Year,2020/2021,Harry Kane,,,FW,Tottenham Hotspur,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2020/2021,Mohamed Salah,,,FW,Liverpool,Egypt,,,,,,,,,
Football,England,Premier League,Team of the Year,2020/2021,Son Heung-min,,,FW,Tottenham Hotspur,Korea,,,,,,,,,
Football,England,Premier League,Team of the Year,2021/2022,Alisson,,,GK,Liverpool,Brazil,,,,,,,,,
Football,England,Premier League,Team of the Year,2021/2022,Trent Alexander-Arnold,,,RB,Liverpool,England,,,,,,,,,
Football,England,Premier League,Team of the Year,2021/2022,Virgil van Dijk,,,CB,Liverpool,Netherlands,,,,,,,,,
Football,England,Premier League,Team of the Year,2021/2022,Antonio Rüdiger,,,CB,Chelsea,Germany,,,,,,,,,
Football,England,Premier League,Team of the Year,2021/2022,João Cancelo,,,LB,Manchester City,Portugal,,,,,,,,,
Football,England,Premier League,Team of the Year,2021/2022,Bernardo Silva,,,MF,Manchester City,Portugal,,,,,,,,,
Football,England,Premier League,Team of the Year,2021/2022,Thiago,,,MF,Liverpool,Spain,,,,,,,,,
Football,England,Premier League,Team of the Year,2021/2022,Kevin De Bruyne,,,MF,Manchester City,Belgium,,,,,,,,,
Football,England,Premier League,Team of the Year,2021/2022,Sadio Mané,,,FW,Liverpool,Senegal,,,,,,,,,
Football,England,Premier League,Team of the Year,2021/2022,Cristiano Ronaldo,,,FW,Manchester United,Portugal,,,,,,,,,
Football,England,Premier League,Team of the Year,2021/2022,Mohamed Salah,,,FW,Liverpool,Egypt,,,,,,,,,
Beauty Pageant,Vietnam,Miss Vietnam,1,1988,Bùi Bích Phương,1971,1.58,,Hà Nội
Beauty Pageant,Vietnam,Miss Vietnam,2,1988,Nguyễn Thu Mai,1970,,,Hà Nội
Beauty Pageant,Vietnam,Miss Vietnam,1,1990,Nguyễn Diệu Hoa,1969,1.58,,Hà Nội
Beauty Pageant,Vietnam,Miss Vietnam,2,1990,Trần Thu Hằng,1972,,,Hà Nội
Beauty Pageant,Vietnam,Miss Vietnam,3,1990,Trần Vân Anh,1970,,,Hồ Chí Minh
Beauty Pageant,Vietnam,Miss Vietnam,1,1992,Hà Kiều Anh,1976,1.74,,Hồ Chí Minh
Beauty Pageant,Vietnam,Miss Vietnam,2,1992,Vi Thị Đông,1975,,,Hà Nội
Beauty Pageant,Vietnam,Miss Vietnam,3,1992,Nguyễn Minh Phương,1970,,,Tuyên Quang
Beauty Pageant,Vietnam,Miss Vietnam,1,1994,Nguyễn Thu Thủy,1976,1.72,,Hà Nội
Beauty Pageant,Vietnam,Miss Vietnam,2,1994,Tô Hương Lan,1977,,,Tuyên Quang
Beauty Pageant,Vietnam,Miss Vietnam,3,1994,Trịnh Kim Chi,1975,,,Hồ Chí Minh
Beauty Pageant,Vietnam,Miss Vietnam,1,1996,Nguyễn Thiên Nga,1975,1.7,,Hồ Chí Minh
Beauty Pageant,Vietnam,Miss Vietnam,2,1996,Vũ Minh Thúy,1978,,,Hải Phòng
Beauty Pageant,Vietnam,Miss Vietnam,3,1996,Đỗ Vân Anh,1978,,,Hà Nội
Beauty Pageant,Vietnam,Miss Vietnam,1,1998,Nguyễn Thị Ngọc Khánh,1976,1.72,,Hồ Chí Minh
Beauty Pageant,Vietnam,Miss Vietnam,2,1998,Vũ Thị Thu,1981,,,Quảng Ninh
Beauty Pageant,Vietnam,Miss Vietnam,3,1998,Ngô Thúy Hà,1979,,,Hà Nội
Beauty Pageant,Vietnam,Miss Vietnam,1,2000,Phan Thu Ngân,1980,1.69,,Hồ Chí Minh
Beauty Pageant,Vietnam,Miss Vietnam,2,2000,Lê Thanh Nga,1981,,,Thái Nguyên
Beauty Pageant,Vietnam,Miss Vietnam,3,2000,Nguyễn Thị Ngọc Oanh,1980,,,Hải Phòng
Beauty Pageant,Vietnam,Miss Vietnam,1,2002,Phạm Thị Mai Phương,1985,1.69,,Hải Phòng
Beauty Pageant,Vietnam,Miss Vietnam,2,2002,Bùi Thị Hoàng Oanh,1984,,,Hồ Chí Minh
Beauty Pageant,Vietnam,Miss Vietnam,3,2002,Nguyễn Thị Mai Hương,1986,,,Hải Dương
Beauty Pageant,Vietnam,Miss Vietnam,1,2004,Nguyễn Thị Huyền,1985,1.72,,Hải Phòng
Beauty Pageant,Vietnam,Miss Vietnam,2,2004,Trịnh Chân Trân,1980,,,Hồ Chí Minh
Beauty Pageant,Vietnam,Miss Vietnam,3,2004,Nguyễn Thị Ngọc Bích,1985,,,Bến Tre
Beauty Pageant,Vietnam,Miss Vietnam,1,2006,Mai Phương Thúy,1988,1.8,,Hà Nội
Beauty Pageant,Vietnam,Miss Vietnam,2,2006,Lưu Bảo Anh,1982,,,Cần Thơ
Beauty Pageant,Vietnam,Miss Vietnam,3,2006,Lương Thị Ngọc Lan,1985,,,Hồ Chí Minh
Beauty Pageant,Vietnam,Miss Vietnam,1,2008,Trần Thị Thùy Dung,1990,1.78,,Đà Nẵng
Beauty Pageant,Vietnam,Miss Vietnam,2,2008,Phan Hoàng Minh Thư,1988,,,Lâm Đồng
Beauty Pageant,Vietnam,Miss Vietnam,3,2008,Nguyễn Thụy Vân,1986,,,Hà Nội
Beauty Pageant,Vietnam,Miss Vietnam,1,2010,Đặng Thị Ngọc Hân,1989,1.73,,Hà Nội
Beauty Pageant,Vietnam,Miss Vietnam,2,2010,Vũ Thị Hoàng My,1988,,,Đồng Nai
Beauty Pageant,Vietnam,Miss Vietnam,3,2010,Đặng Thùy Trang,1991,,,Quảng Ngãi
Beauty Pageant,Vietnam,Miss Vietnam,1,2012,Đặng Thu Thảo,1991,1.73,,Bạc Liêu
Beauty Pageant,Vietnam,Miss Vietnam,2,2012,Dương Tú Anh,1993,,,Hà Nội
Beauty Pageant,Vietnam,Miss Vietnam,3,2012,Đỗ Hoàng Anh,1994,,,Hà Nội
Beauty Pageant,Vietnam,Miss Vietnam,1,2014,Nguyễn Cao Kỳ Duyên,1996,1.73,,Nam Định
Beauty Pageant,Vietnam,Miss Vietnam,2,2014,Nguyễn Trần Huyền My,1995,,,Hà Nội
Beauty Pageant,Vietnam,Miss Vietnam,3,2014,Nguyễn Lâm Diễm Trang,1991,,,Vĩnh Long
Beauty Pageant,Vietnam,Miss Vietnam,1,2016,Đỗ Mỹ Linh,1996,1.71,,Hà Nội
Beauty Pageant,Vietnam,Miss Vietnam,2,2016,Ngô Thanh Thanh Tú,1994,,,Hà Nội
Beauty Pageant,Vietnam,Miss Vietnam,3,2016,Huỳnh Thị Thùy Dung,1996,,,Hồ Chí Minh
Beauty Pageant,Vietnam,Miss Vietnam,1,2018,Trần Tiểu Vy,2000,1.75,,Quảng Nam
Beauty Pageant,Vietnam,Miss Vietnam,2,2018,Bùi Phương Nga,1998,,,Hà Nội
Beauty Pageant,Vietnam,Miss Vietnam,3,2018,Nguyễn Thị Thúy An,1997,,,Kiên Giang
Beauty Pageant,Vietnam,Miss Vietnam,1,2020,Đỗ Thị Hà,2001,1.77,,Thanh Hóa
Beauty Pageant,Vietnam,Miss Vietnam,2,2020,Phạm Ngọc Phương Anh,1998,,,Hồ Chí Minh
Beauty Pageant,Vietnam,Miss Vietnam,3,2020,Nguyễn Lê Ngọc Thảo,2000,,,Hồ Chí Minh
Beauty Pageant,Vietnam,Miss Vietnam,1,2022,Huỳnh Thị Thanh Thủy,2003,1.75,,Đà Nẵng
Beauty Pageant,Vietnam,Miss Vietnam,2,2022,Trịnh Thùy Linh,2002,,,Thanh Hóa
Beauty Pageant,Vietnam,Miss Vietnam,3,2022,Lê Nguyễn Ngọc Hằng,2003,,,Hồ Chí Minh
